Date,AAPL,MSFT,JPM,BAC,JNJ,PFE,XOM,CVX,PG,KO
2017-08-18,36.684937,66.043625,71.786781,19.181921,103.612579,20.827721,51.963367,73.294449,73.183487,34.563557
2017-08-21,36.617390,65.733849,71.699730,18.987017,104.253181,20.885098,51.787071,72.812599,73.492157,34.571117
2017-08-22,37.215988,66.654045,72.435493,19.352463,105.229729,21.133730,52.031139,73.211838,73.436752,34.510586
2017-08-23,37.262581,66.253174,72.522514,19.295618,103.745369,21.191107,51.943005,73.383919,73.159767,34.465179
2017-08-24,37.097206,66.225838,72.403839,19.360582,103.815704,21.184725,51.753189,73.955254,73.025200,34.366779
2017-08-25,37.234634,66.344269,72.696579,19.303732,103.524818,21.286734,52.017590,74.499031,73.215172,34.487881
2017-08-28,37.609634,66.353386,72.467148,19.263128,103.571960,21.337732,51.848083,74.175514,73.183487,34.374348
2017-08-29,37.945038,66.553802,72.071571,19.149437,103.941483,21.356863,51.834518,74.244347,73.064781,34.397060
2017-08-30,38.047523,67.428452,72.237717,19.484106,103.045242,21.324984,51.597221,74.154861,72.708656,34.351665
2017-08-31,38.198914,68.120865,71.905441,19.500427,104.067291,21.624620,51.753189,74.079147,73.025200,34.472740
2017-09-01,38.210567,67.364662,72.546257,19.663683,103.013786,21.650118,51.915894,74.863861,73.230980,34.646805
2017-09-05,37.751709,67.064018,70.813713,19.026999,102.125397,21.548115,52.329498,75.331924,73.381363,34.752766
2017-09-06,37.712124,66.872696,71.288353,19.108624,102.730766,21.669245,53.414310,76.949532,73.381363,34.783039
2017-09-07,37.560722,67.729088,70.038399,18.749466,103.925743,21.669245,53.583824,76.956398,73.579239,35.025211
2017-09-08,36.948128,67.401093,69.951347,18.684172,102.974487,21.739374,53.441437,76.254311,73.476326,35.040348
2017-09-11,37.616619,68.111740,71.035210,19.067814,104.727676,21.879623,53.732979,77.452011,74.386482,35.206848
2017-09-12,37.467548,68.038864,71.905441,19.549402,104.271683,22.549015,53.902493,77.431381,74.006599,35.358204
2017-09-13,37.185699,68.521736,72.111145,19.859583,104.130150,22.351387,54.085556,78.594650,74.038269,35.471729
2017-09-14,36.866623,68.120865,71.968758,19.786119,105.490273,22.778524,54.302525,78.780525,74.038269,35.174225
2017-09-15,37.239288,68.612839,72.482964,19.900391,105.702515,22.542648,54.288956,78.904427,73.816658,35.227619
2017-09-18,36.957451,68.476196,73.511444,20.161598,106.433701,22.663776,54.302525,79.289894,73.721695,35.174225
2017-09-19,36.971439,68.731277,74.318382,20.292198,106.307892,22.600019,54.390659,80.081490,74.528915,35.075058
2017-09-20,36.351864,68.275742,74.840508,20.455452,104.735550,22.944275,54.614391,80.102119,74.710968,34.922501
2017-09-21,35.727627,67.610649,75.180695,20.537079,103.579849,22.931530,54.166920,80.170967,73.318047,34.632622
2017-09-22,35.378258,67.792877,75.022491,20.422800,103.296829,22.925156,54.187256,80.735397,73.001480,34.701267
2017-09-25,35.066139,66.745140,74.460770,20.210573,103.123856,22.638271,54.905956,81.217224,73.381363,34.853836
2017-09-26,35.669415,66.745140,74.128525,20.251387,102.943001,22.504396,54.844948,80.893715,73.325958,34.762302
2017-09-27,35.923283,67.282669,75.299385,20.741144,102.007454,22.600019,55.211079,80.845520,71.917229,34.052860
2017-09-28,35.702015,67.300888,75.457588,20.773787,101.787338,22.695648,55.726353,80.962547,71.933037,34.258835
2017-09-29,35.897675,67.865753,75.560455,20.684002,102.211884,22.759401,55.583996,80.879967,72.004272,34.335110
2017-10-02,35.825474,67.975090,76.612640,20.912558,103.163162,22.995277,55.346653,80.831741,72.629486,34.174923
2017-10-03,35.981518,67.656197,77.016129,21.108461,103.855011,23.039906,55.434818,81.100212,72.906494,34.472420
2017-10-04,35.748600,68.047966,76.232918,20.986029,104.476112,22.925156,55.455147,80.935020,73.143929,34.708904
2017-10-05,36.193470,69.214172,77.259415,21.328850,104.711937,22.950655,55.611092,81.623344,72.835274,34.724159
2017-10-06,36.172504,69.241486,77.124130,21.394144,104.735550,22.982533,55.400898,80.556412,73.072693,34.701267
2017-10-09,36.298283,69.505699,76.718330,21.100298,104.916351,23.039906,55.617882,81.024498,72.906494,34.640244
2017-10-10,36.312263,69.505699,77.291245,21.165598,105.270157,23.205660,55.773830,81.774796,72.510780,34.991138
2017-10-11,36.463657,69.624115,77.060493,21.083975,107.432152,23.237539,56.004353,82.139618,72.384155,35.166603
2017-10-12,36.335560,70.261887,76.384109,20.773787,107.573669,23.173790,55.889084,82.008827,72.930244,35.174225
2017-10-13,36.566154,70.598969,76.280647,21.083975,107.259171,23.167410,55.875534,82.022606,73.634621,35.227619
2017-10-16,37.239288,70.744751,77.856232,21.418638,107.015488,22.937910,56.146729,82.690285,73.713760,35.563278
2017-10-17,37.376709,70.690063,77.681175,21.385984,110.686920,23.078157,56.248432,82.752213,73.444672,35.486977
2017-10-18,37.211334,70.708305,77.975594,21.614534,110.600456,22.842281,56.112846,81.327370,73.420944,35.395443
2017-10-19,36.330906,70.981628,78.071114,21.696167,111.669670,23.103659,56.099262,81.361778,73.030220,35.540394
2017-10-20,36.393780,71.801582,79.185135,22.177757,111.952713,23.218416,56.350140,81.664642,70.367050,35.380188
2017-10-23,36.375160,71.819801,79.049850,22.169596,112.911850,23.205660,56.438274,81.864288,69.609550,35.334419
2017-10-24,36.591766,71.847130,80.307137,22.594049,111.355164,23.122784,56.594238,82.070786,69.354401,35.227619
2017-10-25,36.431053,71.637566,80.386719,22.553234,111.921257,23.052654,56.390823,81.526985,69.258713,35.128460
2017-10-26,36.663975,71.756020,80.959663,22.643024,111.488846,22.784895,56.594238,81.526985,69.769020,35.265766
2017-10-27,37.977642,76.356949,80.983528,22.691999,111.465256,22.695648,56.756954,78.154144,69.402229,35.143711
2017-10-30,38.832462,76.429825,80.697060,22.528751,110.065880,22.408762,56.641697,78.739204,68.788269,34.983513
2017-10-31,39.372829,75.782974,80.060455,22.357332,109.602036,22.351387,56.512859,79.771713,68.844070,35.075058
2017-11-01,38.872059,75.782974,80.307137,22.471617,110.050148,22.478893,56.865429,79.778603,69.282639,34.937744
2017-11-02,39.156231,76.575615,80.840294,22.749140,110.010834,22.606394,56.634899,79.386238,68.979645,34.998779
2017-11-03,40.178745,76.657593,80.697060,22.708323,110.128746,22.663776,56.397587,79.152206,69.035431,35.067425
2017-11-06,40.586349,76.958282,80.195740,22.651186,109.877167,22.517139,56.784069,80.563309,68.612854,34.686012
2017-11-07,40.716782,76.776031,78.580345,22.185921,109.885048,22.542648,56.668808,80.700974,69.354401,35.044537
2017-11-08,41.049866,77.040245,77.697083,21.867575,111.103638,22.529896,56.594238,80.308609,69.832802,35.227619
2017-11-09,40.966011,76.612045,77.689125,21.622707,110.341034,22.645689,56.933220,80.700974,69.992294,35.265766
2017-11-10,40.830433,76.411598,77.593628,21.639029,109.719955,22.632828,56.755325,80.659683,70.295265,35.502243
2017-11-13,40.666794,76.466270,77.872162,21.549244,109.877167,22.710035,56.721096,80.694099,70.965065,35.639557
2017-11-14,40.052017,76.575615,77.402672,21.418638,109.664902,22.761499,56.276291,80.480721,70.861404,36.181175
2017-11-15,39.523727,75.980431,78.134750,21.867575,109.358292,22.748631,55.571491,80.157196,70.351105,35.708210
2017-11-16,39.995926,76.181870,78.357582,21.843090,109.177452,22.877300,55.126705,79.601364,71.164406,35.509872
2017-11-17,39.773838,75.449356,78.094963,21.728815,108.493484,22.755060,54.907719,79.698616,70.510567,34.869087
2017-11-20,39.734112,75.568398,78.787254,21.826765,108.438438,22.742197,55.119839,79.705597,70.382980,34.678391
2017-11-21,40.472786,76.658043,78.723602,21.818604,108.760773,22.864429,55.338829,80.018219,70.741798,34.922501
2017-11-22,40.898220,76.099464,78.492844,21.761467,107.935272,22.793659,55.496212,80.532379,70.430840,34.968262
2017-11-24,40.900570,76.236816,78.238197,21.704329,108.501366,22.832258,55.715195,80.949242,70.526505,34.998779
2017-11-27,40.694851,76.795334,77.927849,21.704329,109.237000,22.832258,55.503048,80.310043,70.933159,35.014038
2017-11-28,40.456432,77.720169,80.657280,22.561396,110.755699,23.063868,55.886280,80.907562,71.284027,34.960640
2017-11-29,39.617226,76.310066,82.543213,23.083807,110.589577,23.295477,56.296848,81.414757,71.268059,34.708904
2017-11-30,40.171234,77.070053,83.171852,23.092005,110.209900,23.327642,56.994816,82.672302,71.754440,35.201115
2017-12-01,39.984241,77.152466,83.386696,23.034622,110.724068,23.385544,57.111145,83.033600,72.049484,35.354931
2017-12-04,39.692032,74.240715,85.105522,23.821569,109.956810,23.198967,57.186420,83.957680,72.886703,35.554893
2017-12-05,39.654640,74.707672,84.126755,23.715002,110.478874,22.922335,56.721096,83.645004,72.878731,35.577965
2017-12-06,39.507366,75.797287,83.498116,23.477282,111.578346,22.877300,56.303673,83.103081,72.759109,35.724094
2017-12-07,39.579826,75.531754,83.251411,23.592041,110.747780,22.838703,56.488445,83.116974,71.842155,35.208809
2017-12-08,39.591511,77.060905,84.293854,23.813370,111.206566,22.993093,56.563698,83.318428,72.057411,34.847336
2017-12-11,40.362926,78.040642,84.047157,23.723200,111.641624,23.295477,56.816898,83.665833,71.945816,34.862720
2017-12-12,40.136181,78.361130,85.025940,24.034700,112.796494,23.533510,56.632156,83.151672,71.642830,34.831944
2017-12-13,40.269413,78.150528,83.959656,23.641226,113.025818,23.572107,56.878498,83.325394,72.464119,35.301105
2017-12-14,40.257732,77.546196,83.283264,23.551052,112.045029,23.456306,56.727947,83.047516,72.559776,35.401081
2017-12-15,40.666794,79.523987,84.460960,23.805178,112.685776,23.932377,56.816898,83.186440,73.269440,35.524139
2017-12-18,41.239506,79.093651,85.113472,24.165859,112.163689,23.887344,56.755325,83.165596,73.261452,35.324173
2017-12-19,40.800041,78.590027,84.755379,24.141268,112.147842,23.765112,56.413185,83.262894,73.101997,35.477978
2017-12-20,40.755630,78.306190,84.460960,24.165859,111.657440,23.456306,56.707420,83.992393,72.982384,35.439548
2017-12-21,40.909912,78.287865,85.805794,24.444571,111.578346,23.314770,57.378025,86.722893,73.093994,35.070370
2017-12-22,40.909912,78.297012,85.503410,24.493757,110.834801,23.250435,57.460133,86.834053,73.460785,35.062675
2017-12-26,39.872036,78.196304,85.161217,24.411783,110.811028,23.295477,57.466995,87.528854,73.739883,35.231876
2017-12-27,39.879040,78.480141,85.320374,24.370792,111.190781,23.372669,57.412235,87.230080,73.436890,35.324173
2017-12-28,39.991249,78.489304,85.773956,24.428179,111.182846,23.398405,57.494358,87.250931,73.412949,35.162663
2017-12-29,39.558796,78.324493,85.097565,24.198645,110.518387,23.301908,57.234314,86.979973,73.261452,35.285713
2018-01-02,40.267078,78.699905,85.901276,24.510145,110.130783,23.443441,58.185482,88.640518,72.280708,35.024231
2018-01-03,40.260063,79.066162,85.988785,24.428179,111.182846,23.617144,59.328259,89.286636,72.192986,34.947304
2018-01-04,40.447067,79.762070,87.220627,24.747877,111.174911,23.668612,59.410378,89.008736,72.703293,35.439548
2018-01-05,40.907578,80.750938,86.660713,24.862637,112.092461,23.713644,59.362499,88.862839,72.751137,35.431831
2018-01-08,40.755630,80.833359,86.788704,24.690491,112.234879,23.449877,59.629356,89.300529,73.133888,35.378010
2018-01-09,40.750946,80.778412,87.228653,24.813452,114.014648,23.424147,59.376175,88.821129,72.599648,35.554893
2018-01-10,40.741611,80.412163,88.188522,25.042971,113.880165,23.462742,58.904018,89.390869,72.137192,35.431831
2018-01-11,40.973022,80.650230,88.660469,25.133152,114.528755,23.520645,59.485649,92.107475,71.881996,35.408775
2018-01-12,41.396133,82.042000,90.124260,25.567606,115.296066,23.507772,59.889366,92.823082,71.451447,35.493362
2018-01-16,41.185741,80.897438,89.804291,25.608599,116.166168,23.546377,59.513008,91.718391,71.937828,35.785614
2018-01-17,41.865974,82.536476,90.380219,25.559412,116.261086,23.919521,60.217834,91.961578,72.719261,36.008656
2018-01-18,41.903366,82.499847,90.596230,25.805332,116.213593,23.797274,59.827801,91.426582,72.454109,36.054810
2018-01-19,41.716377,82.408279,90.396233,26.002075,116.561653,23.765112,59.636185,91.225067,73.169189,36.270153
2018-01-22,41.375080,83.882492,91.452087,26.182413,117.178589,23.758678,60.388920,92.100525,73.827995,36.439346
2018-01-23,41.384441,84.148018,91.356102,26.166021,112.187378,23.687908,60.423119,91.030548,71.546242,36.493183
2018-01-24,40.725239,84.074745,92.523941,26.305372,112.377251,23.758678,60.580505,91.287636,70.951691,36.785442
2018-01-25,39.998257,84.541740,92.547928,26.305372,114.220238,23.951687,60.471046,90.773476,70.975792,36.793137
2018-01-26,40.091763,86.125793,93.043900,26.395546,114.955925,25.096838,60.902153,91.148674,70.485695,37.323799
2018-01-29,39.261921,85.997612,92.947906,26.461119,113.650764,25.103268,60.224678,89.265800,69.786697,36.685452
2018-01-30,39.030510,84.917145,92.076019,26.133228,112.662003,24.318390,59.383003,87.007759,69.859016,36.462414
2018-01-31,39.138035,86.995667,92.523941,26.231596,109.308174,23.829445,59.738846,87.091118,69.368919,36.600842
2018-02-01,39.219841,86.308937,93.483833,26.641464,110.755699,23.913855,60.950024,87.243980,68.975212,36.493183
2018-02-02,37.518097,84.038124,91.412102,26.190613,108.904762,23.771013,57.843330,82.387451,67.689743,35.939434
2018-02-05,36.580723,80.576996,87.028687,24.805262,103.138390,22.511368,54.551891,78.246513,65.126755,34.524326
2018-02-06,38.109486,83.626106,89.676308,25.575800,104.277405,22.907434,53.614407,81.414757,66.187286,34.355122
2018-02-07,37.293682,82.051178,90.284233,25.616787,103.953110,22.712645,52.649570,80.101593,65.753448,34.270531
2018-02-08,36.267487,77.839195,86.292755,24.378988,99.950653,21.836084,52.054226,78.024200,64.451866,33.147644
2018-02-09,36.711086,80.741806,88.020546,24.862637,102.458138,22.180218,52.386032,78.857933,64.210831,33.170723
2018-02-12,38.189774,81.611664,89.380371,25.510225,103.043465,22.504871,52.828465,79.191452,65.343689,33.816761
2018-02-13,38.572338,82.252625,89.932297,25.559412,102.798256,22.686670,52.745518,78.712044,65.480270,33.985954
2018-02-14,39.283520,83.540558,92.012009,26.231596,102.568848,22.848999,52.856110,78.948273,64.821457,33.916740
2018-02-15,40.602596,85.242432,92.395988,26.403738,103.802803,23.186640,52.683285,78.962303,66.211426,34.439716
2018-02-16,40.471142,84.635307,91.732079,26.207003,105.321564,23.543756,52.911419,78.688622,66.364075,34.593544
2018-02-20,40.335014,85.297661,91.756035,26.174215,103.518051,23.381428,52.365292,77.874672,65.351715,33.832130
2018-02-21,40.151936,84.166138,92.140007,26.125032,102.758705,23.219110,51.770790,76.527397,64.467926,33.332237
2018-02-22,40.487598,84.386894,91.972023,25.977478,102.758705,23.206110,52.441345,77.109818,64.949989,33.470665
2018-02-23,41.191715,86.530365,93.835777,26.256189,104.427719,23.543756,53.595787,79.004395,65.118736,33.870598
2018-02-26,42.006165,87.781509,95.003639,26.575890,105.136208,24.082674,54.501389,80.414833,65.584694,33.862888
2018-02-27,41.870037,86.659187,93.875778,26.502115,104.817764,23.894377,53.575058,79.720161,64.708961,33.547581
2018-02-28,41.806648,86.263611,92.387978,26.313568,103.392838,23.576218,52.358387,78.534248,63.086018,33.239944
2018-03-01,41.074360,85.417244,90.732201,25.902163,101.323036,23.134695,51.985088,78.618477,63.230644,33.401443
2018-03-02,41.358364,85.601219,90.644211,26.025587,102.549011,23.342470,52.227043,78.337784,63.873413,33.624481
2018-03-05,41.501537,86.144012,92.035995,26.436996,103.321159,23.452850,52.724773,79.397369,64.508133,33.755230
2018-03-06,41.466328,85.849632,92.116020,26.420536,102.071350,23.297018,52.662544,79.748207,64.291176,33.785992
2018-03-07,41.081398,86.346390,91.772072,26.478130,102.724113,23.329483,51.335274,79.881538,63.600243,33.701385
2018-03-08,41.529697,86.870758,91.780045,26.494593,105.128258,23.699594,51.238495,79.537704,64.251007,34.185925
2018-03-09,42.243217,88.811829,94.419708,26.922453,106.513405,23.874903,51.542667,82.253273,64.508133,34.470482
2018-03-12,42.651619,89.023453,94.115738,27.021191,105.582024,23.771013,52.012737,81.951538,64.162643,34.247448
2018-03-13,42.240871,86.852379,92.987900,26.626240,106.951256,23.861914,51.521931,81.719986,64.050156,34.278206
2018-03-14,41.881767,86.337212,91.948036,26.445221,105.335243,23.602200,50.879021,80.786720,63.471672,33.967861
2018-03-15,41.931046,86.640778,92.180000,26.412306,105.924294,23.751532,51.445866,81.102478,63.206547,33.882511
2018-03-16,41.783180,87.027138,92.339981,26.469900,106.417854,23.881390,51.929790,80.976173,63.447575,33.719582
2018-03-19,41.144768,85.454048,91.612053,26.313570,103.679405,23.589205,51.259232,79.916611,63.198498,33.564404
2018-03-20,41.130695,85.674828,91.700058,26.313570,104.451607,23.589205,51.148621,80.344666,62.917313,33.486816
2018-03-21,40.198891,85.076851,91.780045,26.223063,104.435684,23.550245,51.874481,82.126984,61.896927,33.362679
2018-03-22,39.630898,82.602173,87.948578,25.136942,101.402657,23.115215,50.809891,79.783295,61.390774,33.176456
2018-03-23,38.713169,80.201126,85.596863,24.001472,99.587639,22.394484,50.388203,79.278061,60.989040,32.842850
2018-03-26,40.550957,86.272789,88.236511,25.046442,101.410637,22.751598,51.155537,80.941078,61.390774,33.122147
2018-03-27,39.511189,82.307816,86.524734,24.289448,101.267342,22.732126,50.948151,80.456924,62.499500,33.277317
2018-03-28,39.074623,82.234222,86.388748,24.182482,101.458397,22.920425,50.332893,78.660568,63.343124,33.610958
2018-03-29,39.379745,83.963730,87.964554,24.676172,102.015625,23.043785,51.577225,80.021843,63.696625,33.696297
2018-04-02,39.121574,81.433846,86.268776,24.116657,99.157768,22.758097,50.616325,78.758820,62.186176,33.106640
2018-04-03,39.522915,82.528610,87.452637,24.347044,102.174835,23.167158,51.860664,80.576218,63.037834,33.657509
2018-04-04,40.278690,84.938858,88.780457,24.585667,103.814743,23.459343,51.756950,80.330620,63.511848,34.324772
2018-04-05,40.557995,84.984894,89.946167,24.947697,104.053574,23.199625,52.551956,82.302406,63.311005,34.448910
2018-04-06,39.520576,83.006989,87.703156,24.379961,101.975838,22.836014,51.756950,80.527092,63.013721,34.076466
2018-04-09,39.912544,83.503731,88.756317,24.577435,103.074394,23.024313,51.756950,81.383163,62.796791,34.006657
2018-04-10,40.663612,85.444855,90.452667,25.079351,103.687378,23.342470,53.277805,83.397041,62.965508,34.130795
2018-04-11,40.473499,84.506493,88.933205,24.602116,103.193825,23.238577,53.526680,83.677727,62.885166,34.130795
2018-04-12,40.872509,86.088799,91.144073,25.219225,103.830673,23.582714,53.381493,83.663681,62.499500,34.161812
2018-04-13,41.010983,85.628838,88.675941,24.519842,103.981895,23.582714,53.810093,84.147850,62.965508,34.534248
2018-04-16,41.266819,86.631569,88.603569,24.626799,104.889427,23.719067,54.293999,84.695206,63.158340,34.666149
2018-04-17,41.834824,88.379501,88.603569,24.717314,103.918228,23.589205,54.148842,85.228485,63.013721,34.821339
2018-04-18,41.740940,88.719864,87.888046,24.297682,101.673332,23.693096,54.764080,86.884499,62.828934,34.534248
2018-04-19,40.557995,88.416252,89.817551,24.832512,101.537994,23.719067,54.902336,86.807297,60.774979,34.379066
2018-04-20,38.896240,87.395119,89.616554,24.898340,100.829506,23.783998,54.611996,85.824928,59.842480,33.936829
2018-04-23,38.783588,87.717117,89.182434,24.947697,100.964813,23.894377,55.006016,86.716080,59.193783,34.123032
2018-04-24,38.243752,85.665627,88.764366,24.840740,100.455360,24.063194,54.162655,85.986313,58.788338,33.416981
2018-04-25,38.410397,84.920486,88.426712,24.799593,100.909103,23.816463,54.957645,86.112625,58.626179,32.920422
2018-04-26,38.544186,86.714363,88.515152,24.742001,101.904205,23.926844,55.897793,87.165169,58.991058,33.168713
2018-04-27,38.098221,88.149498,87.952362,24.807823,102.111160,24.024237,53.775539,88.849251,59.039703,33.603191
2018-04-30,38.788280,86.033607,87.453918,24.618570,100.694160,23.771013,53.747883,87.789680,58.658604,33.525608
2018-05-01,39.689571,87.395119,87.453918,24.643259,100.312080,22.985357,53.194851,87.614265,58.350471,33.044563
2018-05-02,41.442863,86.024406,86.762512,24.338814,98.313927,22.654207,53.091167,88.056320,57.523373,32.633350
2018-05-03,41.517963,86.539589,86.215828,24.026152,97.939774,22.569794,52.911419,88.421211,57.863941,32.501461
2018-05-04,43.146843,87.542305,87.172523,24.108431,98.863243,22.621742,53.160271,88.084412,58.731583,32.866123
2018-05-07,43.459019,88.517456,87.928268,24.388193,98.385590,22.680182,53.740974,87.670403,58.366711,32.695419
2018-05-08,43.667915,88.140274,89.230667,24.626799,97.605431,22.712645,53.982922,88.814163,57.928822,32.439373
2018-05-09,43.975384,89.179840,91.176231,25.276825,98.321907,22.836014,55.254902,90.322823,58.682934,32.416100
2018-05-10,44.604397,90.072189,91.883682,25.416704,99.786652,22.973694,56.492306,90.393013,59.315395,32.726456
2018-05-11,44.434750,89.879021,91.537994,25.441393,101.291222,23.275297,56.757656,91.108719,59.493813,32.695419
2018-05-14,44.331097,90.182587,91.570152,25.605949,100.351860,23.511322,57.141727,91.494667,59.420822,32.617840
2018-05-15,43.928185,89.529411,90.870712,25.688229,99.611519,23.399862,57.113777,91.038574,59.153244,32.369560
2018-05-16,44.338146,89.760391,91.119957,25.556585,99.786652,23.393311,57.274384,90.912254,59.623547,32.237648
2018-05-17,44.057770,88.864189,90.814423,25.350878,98.592560,23.412981,57.176651,91.634239,59.972218,32.819569
2018-05-18,43.897549,89.030495,89.343224,24.898340,98.903046,23.367077,56.771633,90.501724,59.558666,32.726456
2018-05-21,44.208569,90.176163,90.163239,25.136942,98.489059,23.471985,57.455959,91.570511,60.053307,32.904911
2018-05-22,44.097843,90.083778,90.854645,25.416704,97.844261,23.419533,57.009037,90.763611,60.028999,32.780773
2018-05-23,44.380577,91.155563,90.436600,25.046442,98.274132,23.583447,57.365189,91.096283,60.150623,32.897156
2018-05-24,44.331097,90.832176,89.423607,24.857191,97.318871,23.530998,56.052372,89.616959,59.818138,32.835083
2018-05-25,44.432400,90.878372,88.965363,24.816055,97.415092,23.393311,54.963051,86.488396,60.256012,32.897156
2018-05-29,44.272186,90.555000,85.162651,23.828674,95.755005,23.406425,54.760529,85.922127,60.045193,33.114388
2018-05-30,44.177933,91.423470,87.108223,24.264765,97.014091,23.635899,56.911278,88.590607,60.726330,33.463543
2018-05-31,44.029503,91.321846,86.030930,23.992125,95.931458,23.557220,56.729717,87.981880,59.331623,33.362679
2018-06-01,44.823532,93.123535,87.148445,24.289551,97.246681,23.767027,57.141727,87.663361,59.558666,33.455788
2018-06-04,45.198151,93.936577,87.188614,24.289551,97.800034,23.898153,56.541180,86.537933,60.150623,33.742863
2018-06-05,45.546860,94.417061,86.698212,24.058222,97.423119,23.891594,56.338676,86.870613,59.980324,33.448029
2018-06-06,45.704731,94.694206,88.724159,24.818304,98.473686,23.852259,57.302345,87.330681,60.288460,33.719582
2018-06-07,45.582218,93.206688,89.077919,24.859613,98.906746,23.924381,57.874931,89.864677,61.431797,33.704060
2018-06-08,45.167534,93.899651,89.327141,24.793512,99.492195,24.042395,58.377708,89.496628,62.583225,34.099747
2018-06-11,45.056786,93.363754,89.102028,24.834831,98.369453,23.799814,58.028568,90.289383,62.867016,34.239426
2018-06-12,45.304176,93.603989,88.587502,24.702635,98.273209,23.799814,57.553715,89.949615,62.631866,34.456673
2018-06-13,44.931908,93.178955,88.410614,24.653069,98.345367,23.747360,56.918278,89.942558,62.007534,34.278214
2018-06-14,44.955471,93.705620,86.850929,24.372160,98.168930,23.708017,57.183620,89.546158,61.618298,34.113823
2018-06-15,44.493671,92.513733,86.746452,24.190409,98.329330,23.839151,56.324699,87.797867,62.745396,34.536522
2018-06-18,44.470112,93.188217,86.971550,24.289551,97.294800,23.708017,56.436443,89.163963,61.496662,34.090340
2018-06-19,43.751472,93.188217,86.465065,24.173889,98.297264,23.747360,56.352638,88.859581,61.893990,34.129475
2018-06-20,43.942333,94.121384,86.457039,24.157362,97.872200,23.904705,56.178089,88.682602,61.504761,33.863335
2018-06-21,43.697289,93.446892,86.432899,24.198673,97.399063,23.799814,55.647369,86.771523,61.983200,33.730255
2018-06-22,43.570045,92.772446,85.017952,23.950815,98.513771,23.937492,56.827477,88.548157,62.785934,33.855515
2018-06-25,42.922104,90.906044,84.246140,23.529467,98.313263,23.852259,55.682262,86.785667,63.077862,34.113823
2018-06-26,43.454597,91.543602,84.302414,23.579042,98.120811,23.852259,56.310757,87.882797,63.248154,33.918129
2018-06-27,43.390980,90.120728,83.000031,23.331186,97.527359,23.740803,57.057911,89.185173,62.996761,33.714596
2018-06-28,43.706711,91.127838,84.358704,23.686445,97.840141,23.839151,57.239475,88.944519,63.288727,34.027721
2018-06-29,43.614815,91.109352,83.771820,23.289885,97.310822,23.786699,57.770203,89.489532,63.296803,34.333012
2018-07-02,44.102535,92.402863,84.479309,23.364235,97.503296,23.819475,57.092842,87.946480,63.353565,34.246891
2018-07-03,43.334438,91.515884,83.297508,22.951149,98.409515,23.832594,57.428013,88.286255,63.167049,34.434772
2018-07-05,43.683136,92.171883,83.839081,23.066809,100.246063,24.173521,57.476917,87.755356,64.229301,34.959244
2018-07-06,44.288670,93.465378,84.113869,23.157690,100.847504,24.330877,57.490860,87.868652,64.310364,34.943581
2018-07-09,44.903633,94.102898,86.716690,24.000391,101.088104,24.363655,57.888905,89.178108,63.134632,34.755707
2018-07-10,44.849445,94.352371,86.183205,23.818630,102.154716,24.540684,58.419613,90.310593,64.723953,35.201904
2018-07-11,44.267475,94.223015,85.997284,23.694708,101.240479,24.396441,57.672432,87.429779,64.188774,35.060997
2018-07-12,45.009663,96.264915,86.369102,23.769058,102.459473,24.599691,57.742275,87.953552,63.969826,34.967064
2018-07-13,45.080357,97.410591,85.973015,23.587299,100.991867,24.606243,58.175186,87.797867,64.310364,35.021851
2018-07-16,44.981388,96.930130,89.384140,24.603497,99.997429,24.507896,57.602581,87.047562,64.488777,35.014023
2018-07-17,45.108612,97.891022,89.319489,24.793512,103.542107,24.684917,57.476917,86.290207,64.894196,35.421085
2018-07-18,44.861221,97.124168,90.152054,24.892656,102.491531,24.691484,57.414055,86.021210,64.642838,35.319321
2018-07-19,45.209942,96.458946,88.826393,24.512617,100.999886,24.494789,57.267418,86.120331,64.419479,35.311485
2018-07-20,45.106255,98.186714,89.949974,24.892656,100.927719,24.475119,56.841450,86.545013,64.378555,35.444561
2018-07-23,45.146320,99.757385,91.623199,25.404888,101.553253,24.396441,56.841450,85.879677,64.239471,35.186245
2018-07-24,45.473824,99.470985,92.269836,25.470985,103.742615,24.717705,57.965717,87.663361,64.632195,35.428913
2018-07-25,45.902645,102.399849,93.102425,25.669262,103.149162,24.907845,58.370728,88.406586,65.024971,36.078621
2018-07-26,45.758923,101.281883,92.835648,25.561861,104.480423,25.019304,58.824623,87.734146,65.532288,36.196037
2018-07-27,44.997887,99.489464,93.789490,25.660995,105.498940,25.183205,57.204559,89.163963,65.933205,36.172550
2018-07-30,44.745770,97.355141,94.355331,25.867544,105.996140,25.301226,57.078876,90.480469,65.622269,36.188213
2018-07-31,44.835300,98.011154,92.916512,25.512287,106.276863,26.179794,56.918278,89.376297,66.178650,36.501316
2018-08-01,47.476562,98.195938,93.490417,25.817972,106.373070,26.402714,56.136181,88.753410,65.990486,36.313461
2018-08-02,48.864342,99.387817,93.886497,25.842764,105.258362,26.217567,55.800999,87.599663,67.095093,36.149059
2018-08-03,49.005711,99.822067,94.646317,26.032778,105.819702,26.806049,56.003498,87.804932,67.365105,36.493492
2018-08-06,49.260166,99.905243,94.670563,26.041044,105.875854,27.136663,55.989529,87.981880,67.520569,36.516975
2018-08-07,48.798359,100.598198,95.018158,26.032778,105.426773,27.004421,56.750687,88.604782,67.618744,36.399563
